Holiday,HolidayFlag,DayOfWeek,WeekOfYear,Day,Month,Year,PeriodOfDay,ForecastWindProduction,SystemLoadEA,SMPEA,ORKTemperature,ORKWindspeed,CO2Intensity,ActualWindProduction,SystemLoadEP2
11,0,5,44,5,11,2011,25,184.4,4522.62,48.26,10.0,20.4,571.08,64.0,4357.96
11,0,4,1,4,1,2013,10,737.6,2956.63,37.43,9.0,13.0,418.16,634.0,2679.8
11,0,6,33,18,8,2013,43,264.85,3638.14,60.8,13.0,9.3,426.82,215.0,3506.41
11,0,3,24,14,6,2012,21,679.1,4480.66,66.43,10.0,29.6,492.55,853.0,4154.86
11,0,1,14,3,4,2012,38,1183.75,4485.65,57.36,5.0,33.3,481.34,1148.0,4263.6
11,0,5,48,30,11,2013,15,256.15,3552.95,49.84,5.0,7.4,580.17,278.0,3423.82
11,0,1,25,18,6,2013,2,29.75,2738.11,39.6,13.0,9.3,547.65,72.0,2789.44
11,0,0,26,25,6,2012,26,17.18,4518.27,88.5,14.0,18.5,542.04,135.0,4421.24
11,0,0,33,12,8,2013,30,485.46,4327.1,65.76,17.0,24.1,419.0,612.0,3950.72
11,0,3,13,28,3,2013,44,1125.6,4879.98,73.62,3.0,25.9,441.43,1062.0,4159.26
11,0,6,18,5,5,2013,28,849.89,3743.31,61.69,12.0,33.3,305.16,744.0,3323.06
11,0,0,7,11,2,2013,14,748.7,4013.29,49.28,4.0,29.6,501.41,704.0,3906.57
11,0,2,26,27,6,2012,21,272.5,4498.76,70.61,14.0,9.3,512.59,266.0,4454.73
11,0,3,40,3,10,2013,18,779.8,4424.14,47.26,16.0,16.7,406.05,581.0,4360.24
11,0,1,47,19,11,2013,47,1210.82,3806.74,43.55,5.0,16.7,377.81,1227.0,3329.73
11,0,5,39,28,9,2013,31,269.5,3985.44,68.2,14.0,22.2,419.39,373.0,3673.95
11,0,3,50,15,12,2011,38,284.2,6097.63,129.23,3.0,7.4,553.79,123.0,6007.62
11,0,4,51,20,12,2013,1,1108.58,3782.28,35.21,1.0,13.0,441.81,918.0,3399.01
11,0,5,3,21,1,2012,42,1007.96,4527.93,48.42,8.0,20.4,460.09,925.0,4098.37
11,0,3,42,17,10,2013,39,453.0,5141.95,83.97,14.0,14.8,398.52,357.0,5014.1
11,0,3,2,10,1,2013,44,210.15,4590.77,54.29,4.0,7.4,514.1,214.0,4419.0
11,0,5,23,8,6,2013,47,40.97,3238.84,55.03,16.0,7.4,624.67,94.0,3102.6
11,0,2,47,21,11,2012,47,1362.37,3994.27,38.05,11.0,38.9,325.66,1401.0,3378.5
11,0,5,13,31,3,2012,44,106.92,3966.2,54.48,9.0,11.1,584.0,121.0,3812.31
11,0,6,11,18,3,2012,7,368.12,2802.44,42.6,4.0,20.4,552.66,247.0,2709.19
11,0,3,37,13,9,2012,30,1078.71,4316.66,67.65,18.0,27.8,408.27,1119.0,3993.75
11,0,1,13,27,3,2012,8,364.8,2935.57,48.63,8.0,11.1,548.93,310.0,2766.18
11,0,4,29,20,7,2012,21,21.32,4417.5,102.5,15.0,14.8,589.18,73.0,4322.74
11,0,2,17,24,4,2013,16,560.63,4429.82,57.22,10.0,16.7,430.33,447.0,3615.04
11,0,1,41,9,10,2012,31,66.96,4639.73,73.69,12.0,18.5,494.91,95.0,4553.37
11,0,5,13,31,3,2012,2,195.5,3254.17,44.69,7.0,29.6,451.52,389.0,2978.9
11,0,0,52,23,12,2013,19,1391.04,4874.65,50.11,10.0,50.0,303.29,1360.0,4144.18
11,0,5,37,14,9,2013,9,42.23,2576.44,31.29,10.0,11.1,625.69,59.0,2460.01
11,0,4,4,25,1,2013,15,1339.8,4685.43,50.11,7.0,27.8,419.6,1318.0,4243.59
11,0,0,39,24,9,2012,31,230.58,4450.18,81.31,12.0,18.5,488.49,447.0,4441.45
11,0,4,45,11,11,2011,5,1360.11,3217.54,42.67,12.0,40.7,344.46,1088.0,2538.55
11,0,2,45,9,11,2011,37,917.7,5808.65,69.86,11.0,20.4,455.46,748.0,5378.27
11,0,5,32,10,8,2013,3,80.16,2649.36,35.04,13.0,9.3,619.17,87.0,2605.56
11,0,0,51,17,12,2012,43,473.98,5185.88,58.5,7.0,14.8,499.66,411.0,4829.59
11,0,0,48,28,11,2011,2,665.85,3148.94,42.44,8.0,16.7,457.93,732.0,2797.67
11,0,3,11,15,3,2012,38,438.0,5510.96,197.81,10.0,18.5,476.66,494.0,5324.75
11,0,0,42,15,10,2012,29,120.98,4800.98,87.44,11.0,13.0,531.49,132.0,4518.95
11,0,4,15,13,4,2012,7,79.31,2889.45,40.9,4.0,13.0,598.52,72.0,2829.62
11,0,6,1,6,1,2013,1,209.86,3683.02,48.86,10.0,13.0,450.61,463.0,3343.62
11,0,4,25,22,6,2012,21,1035.18,4504.86,62.7,14.0,27.8,424.21,956.0,4089.03
11,0,6,10,10,3,2013,37,1363.69,4949.66,101.88,1.0,37.0,394.28,1232.0,4453.39
11,0,2,46,16,11,2011,18,629.2,4580.23,48.84,12.0,14.8,487.26,585.0,4553.42
11,0,6,25,23,6,2013,2,1443.71,2806.72,30.63,11.0,35.2,390.91,1082.0,2316.63
11,0,6,20,20,5,2012,35,56.86,3797.59,59.42,13.0,16.7,589.66,95.0,3825.51
11,0,5,10,10,3,2012,21,263.2,4360.37,48.65,11.0,11.1,492.68,363.0,4174.6
11,0,6,41,13,10,2013,14,96.3,2745.67,35.1,11.0,5.6,495.62,84.0,2730.86
11,0,1,16,17,4,2012,11,1057.7,2981.39,31.25,5.0,22.2,400.65,1034.0,2747.17
11,0,2,34,21,8,2013,46,113.0,3601.4,66.44,15.0,11.1,493.72,81.0,3507.94
11,0,0,39,24,9,2012,9,132.19,2497.85,38.45,9.0,11.1,548.18,130.0,2367.18
11,0,1,20,14,5,2013,27,428.54,4492.46,61.28,9.0,27.8,330.0,521.0,4274.84
11,0,5,2,14,1,2012,22,926.1,4423.02,42.61,7.0,33.3,453.67,873.0,4344.79
11,0,5,27,7,7,2012,28,354.4,3907.76,69.08,20.0,20.4,606.67,333.0,3687.68
11,0,3,46,14,11,2013,25,1335.78,4781.97,51.96,9.0,27.8,321.66,1308.0,4502.7
11,0,5,13,31,3,2012,33,174.7,3925.68,54.48,11.0,14.8,587.19,201.0,3911.71
11,0,2,49,4,12,2013,43,720.01,4721.0,59.13,4.0,16.7,455.86,804.0,4415.31
11,0,1,2,10,1,2012,37,724.14,5882.04,92.65,9.0,25.9,504.16,637.0,5489.06
11,0,6,43,28,10,2012,10,840.14,2675.37,40.0,4.0,13.0,524.91,765.0,2335.07
11,0,0,45,5,11,2012,35,356.0,5828.25,150.38,8.0,16.7,482.93,341.0,5642.65
11,0,1,25,19,6,2012,9,94.8,2559.71,41.72,8.0,1.9,667.72,67.0,2457.76
11,0,2,23,5,6,2013,11,157.9,2562.82,42.26,10.0,11.1,546.39,173.0,2504.01
11,0,6,20,19,5,2013,11,11.58,2472.96,39.0,8.0,3.7,501.33,7.0,2473.19
11,0,6,46,18,11,2012,29,987.12,4261.88,83.14,7.0,25.9,517.31,1026.0,3960.24
11,0,3,27,5,7,2012,16,73.0,3892.69,48.14,13.0,14.8,675.19,50.0,3912.83
11,0,5,23,9,6,2012,3,564.58,2832.68,45.32,6.0,13.0,467.4,571.0,2574.82
11,0,1,47,20,11,2012,18,1086.39,4698.54,52.64,10.0,25.9,499.98,928.0,4263.48
11,0,5,42,20,10,2012,1,12.78,3396.12,49.93,9.0,3.7,608.44,44.0,3250.85
11,0,2,47,23,11,2011,33,926.24,5693.48,95.41,11.0,31.5,457.22,884.0,5497.46
11,0,1,9,28,2,2012,37,212.87,5447.2,154.91,8.0,9.3,492.38,207.0,5526.84
11,0,4,17,27,4,2012,40,504.93,4238.41,107.54,8.0,11.1,563.61,435.0,3942.49
11,0,3,40,4,10,2012,20,247.7,4599.17,77.01,10.0,13.0,565.51,107.0,4555.9
11,0,4,27,5,7,2013,35,229.65,4327.33,97.9,17.0,22.2,523.54,186.0,4224.35
11,0,6,51,22,12,2013,10,1429.68,2873.4,30.8,3.0,16.7,388.7,1139.0,2528.04
11,0,3,32,8,8,2013,15,169.51,3359.09,55.82,13.0,11.1,615.69,213.0,3399.49
11,0,3,32,9,8,2012,7,54.0,2533.64,42.24,16.0,5.6,553.29,8.0,2472.85
11,0,5,24,16,6,2012,32,742.81,3856.66,55.98,13.0,31.5,383.27,870.0,3539.81
11,0,6,30,29,7,2012,47,239.7,3102.12,60.22,10.0,9.3,555.25,206.0,2857.32
11,0,1,17,24,4,2012,12,129.4,3085.81,47.26,5.0,7.4,669.64,63.0,3017.73
11,0,1,51,20,12,2011,28,745.4,5474.32,59.36,8.0,16.7,523.38,393.0,5148.66
11,0,3,16,18,4,2013,45,879.37,4145.92,78.13,6.0,20.4,453.58,743.0,3726.92
11,0,4,24,14,6,2013,19,922.79,4405.47,70.93,12.0,31.5,415.16,845.0,4086.12
11,0,3,50,15,12,2011,29,358.8,5278.67,50.1,4.0,13.0,562.58,373.0,5175.25
11,0,4,51,23,12,2011,40,705.6,5270.9,108.23,3.0,18.5,502.46,623.0,4766.03
11,0,1,43,23,10,2012,7,39.76,2914.52,43.07,11.0,7.4,599.41,72.0,2830.34
11,0,2,16,18,4,2012,37,633.49,4720.84,48.87,8.0,16.7,514.36,620.0,4499.9
13,1,0,12,19,3,2012,14,498.7,3376.08,51.83,5.0,11.1,530.52,529.0,2775.95
11,0,6,1,6,1,2013,16,891.83,3010.56,42.35,9.0,20.4,395.22,827.0,2606.19
11,0,3,6,7,2,2013,16,301.8,4872.72,99.88,3.0,13.0,514.08,314.0,4848.32
11,0,2,4,23,1,2013,35,271.62,6248.83,212.06,4.0,18.5,449.59,390.0,6025.26
11,0,5,14,6,4,2013,13,56.57,3168.81,49.56,0.0,5.6,625.43,58.0,3134.12
11,0,2,26,27,6,2012,35,240.2,4670.71,81.63,14.0,14.8,525.58,172.0,4654.43
6,1,5,14,7,4,2012,39,350.28,3926.32,53.82,12.0,25.9,538.13,482.0,3875.7
11,0,2,37,12,9,2012,20,516.7,4584.31,75.76,14.0,14.8,435.88,488.0,3799.8
11,0,0,10,5,3,2012,22,152.2,4878.1,54.27,8.0,16.7,541.17,111.0,4860.67
11,0,2,28,11,7,2012,20,199.19,4451.23,65.76,14.0,22.2,554.65,258.0,4174.27
11,0,2,11,13,3,2013,6,383.7,3285.99,41.04,2.0,20.4,584.06,300.0,3175.06
11,0,3,12,22,3,2012,38,636.4,5355.01,176.52,9.0,22.2,517.7,474.0,5032.09
11,0,6,6,10,2,2013,38,1068.8,5071.77,114.97,3.0,20.4,499.48,587.0,4631.03
11,0,6,36,9,9,2012,45,346.15,3549.56,89.24,14.0,16.7,565.02,429.0,3201.96
11,0,1,18,1,5,2012,14,988.0,3593.11,47.22,9.0,31.5,424.55,953.0,3496.13
11,0,2,43,24,10,2012,22,304.21,4839.83,54.76,12.0,16.7,523.52,359.0,4646.73
11,0,2,32,8,8,2012,24,51.8,4432.79,85.14,18.0,7.4,474.59,7.0,4500.05
11,0,5,25,23,6,2012,22,678.6,4098.51,57.9,13.0,33.3,458.16,755.0,3758.07
11,0,2,41,9,10,2013,4,208.1,2916.83,60.65,11.0,11.1,468.94,272.0,2640.2
11,0,0,3,16,1,2012,43,610.6,4982.36,48.34,8.0,18.5,404.72,1049.0,4458.36
11,0,6,47,25,11,2012,17,183.7,3194.36,43.23,4.0,11.1,618.64,143.0,3238.49
11,0,6,10,11,3,2012,15,50.92,2932.14,46.66,8.0,5.6,561.17,59.0,2897.06
11,0,2,46,16,11,2011,34,189.67,5758.11,154.35,9.0,13.0,519.34,267.0,5652.01
11,0,1,19,7,5,2013,28,809.54,4381.63,65.06,10.0,29.6,327.77,892.0,4100.99
11,0,1,9,28,2,2012,25,459.1,4780.8,50.04,11.0,13.0,516.77,240.0,4768.29
11,0,6,30,29,7,2012,37,461.99,3656.53,60.96,16.0,27.8,528.19,617.0,3335.5
11,0,2,12,20,3,2013,7,124.8,3223.15,34.55,1.0,14.8,643.21,57.0,3214.63
11,0,4,14,5,4,2013,39,122.55,4662.86,66.74,7.0,16.7,543.39,157.0,4325.31
11,0,5,14,6,4,2013,42,137.82,4599.67,70.8,5.0,13.0,548.64,185.0,4318.48
11,0,0,9,27,2,2012,30,776.1,4721.98,45.75,11.0,22.2,491.77,700.0,4653.7
11,0,1,21,21,5,2013,11,585.7,2774.31,49.68,9.0,40.7,393.41,371.0,2516.05
11,0,6,45,10,11,2013,22,173.24,4015.65,47.71,7.0,5.6,409.95,321.0,4021.34
11,0,0,26,24,6,2013,35,130.3,4496.06,79.47,14.0,16.7,474.49,78.0,4480.77
11,0,5,33,17,8,2013,18,1250.5,3573.61,45.27,16.0,35.2,377.15,1007.0,3243.81
11,0,1,2,10,1,2012,34,731.85,5983.85,114.88,9.0,22.2,511.1,747.0,5760.37
11,0,6,43,28,10,2012,42,383.47,4103.95,116.74,8.0,16.7,521.89,391.0,3792.76
11,0,6,30,28,7,2013,38,63.0,3487.98,61.74,18.0,16.7,459.65,68.0,3506.25
11,0,2,50,11,12,2013,40,1443.97,5356.0,67.93,11.0,29.6,383.98,1467.0,4855.02
11,0,2,17,25,4,2012,14,952.0,3704.59,63.7,5.0,38.9,420.45,1053.0,3501.56
11,0,3,7,16,2,2012,25,810.86,5138.91,48.21,9.0,20.4,521.28,747.0,4806.99
11,0,1,15,9,4,2013,13,1099.6,3303.59,33.88,4.0,33.3,538.94,789.0,3331.32
11,0,5,37,15,9,2012,27,544.6,4019.86,66.46,15.0,18.5,436.22,380.0,3742.28
11,0,4,18,3,5,2013,13,681.61,3272.46,48.72,9.0,18.5,558.07,667.0,2904.9
11,0,2,35,29,8,2012,21,846.6,4647.94,54.89,14.0,38.9,358.05,801.0,4274.86
11,0,3,11,15,3,2012,19,287.8,4813.73,51.16,8.0,13.0,522.71,260.0,4658.47
11,0,4,45,9,11,2012,9,942.7,3018.86,34.96,8.0,25.9,504.71,679.0,2724.58
11,0,0,43,21,10,2013,1,180.5,2946.58,62.46,10.0,5.6,499.87,214.0,2827.97
11,0,6,46,20,11,2011,27,232.01,4285.01,62.57,12.0,18.5,499.25,350.0,4175.24
11,0,4,4,27,1,2012,34,299.91,5420.33,47.25,5.0,16.7,540.84,469.0,5305.2
11,0,5,19,11,5,2013,31,1427.7,3722.6,59.48,9.0,42.6,269.18,1038.0,3480.66
11,0,0,6,4,2,2013,34,1459.54,5622.06,109.32,6.0,42.6,395.41,1409.0,5079.63
11,0,0,17,23,4,2012,13,266.0,3151.52,47.72,5.0,24.1,630.26,240.0,3064.51
11,0,0,13,26,3,2012,15,431.4,4103.52,54.94,7.0,11.1,524.06,391.0,3958.68
11,0,1,26,26,6,2012,7,340.6,2590.15,41.13,13.0,7.4,516.15,350.0,2364.57
11,0,3,15,11,4,2013,27,337.4,4805.01,77.43,10.0,25.9,479.22,302.0,4620.97
13,1,0,12,19,3,2012,18,573.8,4135.2,58.8,7.0,9.3,459.42,535.0,3429.34
11,0,0,35,27,8,2012,30,638.61,4211.57,78.49,17.0,25.9,403.09,746.0,4042.67
11,0,3,36,6,9,2012,22,614.95,4555.42,63.13,15.0,16.7,449.74,647.0,4071.23
11,0,4,51,21,12,2012,6,151.7,3251.71,37.15,7.0,0.0,557.82,123.0,3086.96
11,0,2,6,6,2,2013,4,1499.6,3410.42,32.5,4.0,38.9,322.67,1298.0,3043.03
11,0,3,39,27,9,2012,7,348.9,2661.98,54.44,9.0,22.2,490.36,402.0,2436.44
11,0,3,7,14,2,2013,4,824.79,3425.81,48.08,6.0,14.8,447.48,732.0,3048.14
11,0,5,52,28,12,2013,27,514.12,4190.27,68.02,4.0,14.8,308.55,492.0,4060.35
11,0,5,47,24,11,2012,1,113.11,3684.92,51.32,3.0,3.7,636.71,102.0,3549.51
11,0,1,13,27,3,2012,23,232.4,4903.91,65.1,13.0,24.1,539.91,119.0,4607.56
4,1,0,15,9,4,2012,41,738.69,3946.66,86.5,5.0,20.4,535.66,569.0,3904.88
11,0,4,8,24,2,2012,32,96.25,4749.76,86.5,11.0,13.0,559.22,91.0,4542.77
11,0,3,36,6,9,2012,34,532.16,4796.11,71.1,19.0,16.7,484.95,491.0,4305.24
11,0,4,23,7,6,2013,15,108.49,3646.56,47.23,12.0,9.3,546.47,88.0,3773.99
11,0,6,49,11,12,2011,17,419.1,3487.03,44.31,5.0,11.1,599.97,380.0,3236.2
11,0,2,39,25,9,2013,23,56.4,4589.17,82.0,15.0,14.8,492.63,38.0,4528.42
11,0,5,29,20,7,2013,12,118.17,2479.87,38.62,17.0,16.7,566.49,172.0,2367.76
11,0,0,41,8,10,2012,22,336.5,4662.01,84.12,11.0,22.2,482.48,323.0,4472.31
11,0,1,45,6,11,2012,6,346.6,2993.74,40.32,6.0,11.1,558.42,450.0,2853.13
11,0,3,12,22,3,2012,0,305.5,3714.65,47.25,6.0,14.8,500.37,414.0,3439.58
11,0,2,5,1,2,2012,8,267.81,3264.58,41.11,3.0,16.7,535.35,356.0,3215.6
11,0,2,41,9,10,2013,8,245.4,2750.69,60.49,11.0,9.3,449.94,289.0,2543.68
4,1,0,14,1,4,2013,6,1268.05,3153.93,34.7,4.0,35.2,409.4,1250.0,2660.23
11,0,6,42,21,10,2012,24,632.2,4182.47,66.89,12.0,29.6,537.05,614.0,3920.28
11,0,6,27,8,7,2012,21,350.8,3599.26,65.76,14.0,24.1,620.77,256.0,3433.85
11,0,1,24,12,6,2012,47,278.3,3509.39,38.86,10.0,22.2,556.69,232.0,3219.1
11,0,0,5,28,1,2013,46,1319.07,4423.04,58.9,8.0,14.8,368.02,1135.0,3818.97
11,0,6,2,15,1,2012,46,637.5,3984.43,54.64,6.0,25.9,460.94,667.0,3807.73
11,0,0,28,9,7,2012,30,300.9,4436.71,106.65,15.0,13.0,550.86,328.0,4153.23
11,0,2,18,2,5,2012,35,59.8,4994.01,89.56,13.0,14.8,581.33,123.0,4835.61
11,0,1,37,10,9,2013,43,264.79,4314.71,91.04,13.0,18.5,367.75,420.0,4090.67
11,0,0,46,11,11,2013,19,499.27,4706.1,74.83,14.0,14.8,418.26,566.0,4526.87
11,0,3,44,31,10,2013,1,561.2,3264.29,40.38,8.0,13.0,432.69,620.0,2997.07
11,0,3,41,10,10,2013,31,334.2,4543.84,90.67,11.0,20.4,419.74,419.0,4285.34
11,0,5,41,13,10,2012,40,171.4,4650.62,124.73,8.0,7.4,434.47,164.0,4343.43
11,0,6,20,19,5,2013,18,6.28,3344.69,48.05,10.0,7.4,417.47,7.0,3361.42
11,0,3,30,26,7,2012,17,74.3,4054.1,50.71,15.0,9.3,646.09,11.0,4090.09
11,0,4,7,15,2,2013,34,514.6,5109.07,85.38,7.0,14.8,489.03,268.0,4828.72
11,0,6,29,22,7,2012,14,897.8,2413.66,48.08,14.0,25.9,456.84,601.0,2028.8
11,0,2,44,30,10,2013,35,482.13,5415.46,160.8,9.0,14.8,408.58,480.0,5468.72
11,0,4,46,16,11,2012,29,152.6,4711.76,61.92,8.0,11.1,556.86,58.0,4708.91
11,0,0,37,9,9,2013,24,133.4,4479.17,110.44,15.0,9.3,412.64,277.0,4335.94
11,0,2,29,17,7,2013,44,143.5,3711.04,48.5,20.0,13.0,571.97,83.0,3823.6
11,0,1,18,1,5,2012,19,1009.5,4703.56,48.64,9.0,35.2,446.86,946.0,4412.83
11,0,5,7,18,2,2012,8,1279.65,3013.86,18.31,8.0,29.6,376.42,1007.0,2577.95
11,0,4,18,4,5,2012,37,546.56,4473.43,74.2,10.0,3.7,491.81,551.0,4101.39
11,0,1,6,5,2,2013,29,1404.66,5164.78,72.6,5.0,40.7,426.27,1306.0,4705.8
11,0,2,37,11,9,2013,20,264.24,4384.75,81.24,16.0,25.9,350.14,646.0,4332.29
11,0,6,19,13,5,2012,16,703.78,2876.6,42.04,7.0,13.0,401.74,635.0,2579.07
11,0,1,28,10,7,2012,40,445.73,4120.95,49.47,14.0,22.2,554.36,568.0,3715.26
11,0,1,20,15,5,2012,41,320.76,4409.08,83.91,9.0,25.9,603.01,343.0,3998.99
2,1,5,51,24,12,2011,25,1215.1,4525.21,44.38,9.0,27.8,355.11,1381.0,4012.12
11,0,1,15,9,4,2013,30,429.0,4660.71,86.66,6.0,18.5,471.8,274.0,4693.57
11,0,3,45,7,11,2013,14,941.65,3825.52,49.04,6.0,24.1,475.59,892.0,3836.02
9,1,0,1,2,1,2012,31,1201.58,4415.35,42.57,5.0,24.1,472.2,890.0,4097.35
11,0,1,26,26,6,2012,24,314.9,4598.59,90.75,16.0,16.7,541.59,361.0,4438.26
11,0,2,22,30,5,2012,26,112.7,4571.99,90.55,16.0,14.8,533.62,43.0,4460.16
11,0,1,3,15,1,2013,2,445.64,3530.65,35.07,3.0,7.4,485.44,460.0,3380.21
11,0,2,30,24,7,2013,41,342.9,4014.79,58.31,15.0,13.0,447.38,354.0,3737.62
11,0,6,47,27,11,2011,46,456.97,3657.05,44.09,7.0,9.3,508.49,485.0,3549.27
11,0,3,45,7,11,2013,28,1250.46,4612.24,48.49,10.0,27.8,298.81,1004.0,4252.46
11,0,6,52,29,12,2013,26,1323.62,4307.66,52.74,8.0,29.6,280.16,1394.0,4019.6
11,0,0,33,13,8,2012,35,507.3,4061.08,106.55,17.0,16.7,339.77,456.0,3871.37
11,0,5,52,29,12,2012,21,769.5,4168.63,49.52,4.0,11.1,397.82,486.0,3755.35
11,0,0,4,21,1,2013,6,235.1,3166.98,59.64,1.0,9.3,509.64,221.0,3030.74
11,0,2,46,14,11,2012,42,32.79,4958.56,63.56,10.0,3.7,561.39,48.0,4773.79
11,0,5,15,13,4,2013,35,1459.28,4168.33,65.29,11.0,31.5,410.8,1286.0,4055.6
11,0,5,35,31,8,2013,18,282.73,3635.65,56.67,12.0,11.1,532.31,226.0,3570.7
11,0,6,8,26,2,2012,21,425.6,3951.27,45.5,9.0,13.0,592.18,227.0,3739.89
11,0,5,6,9,2,2013,34,385.4,4819.96,168.61,8.0,14.8,492.19,172.0,4862.21
11,0,3,44,1,11,2012,12,246.0,3078.55,43.44,3.0,14.8,674.04,214.0,3098.11
11,0,1,13,26,3,2013,40,372.5,5653.19,190.0,1.0,20.4,475.81,263.0,5318.56
11,0,2,41,10,10,2012,28,226.44,4534.03,97.24,14.0,13.0,454.43,304.0,4483.16
11,0,0,16,15,4,2013,24,792.7,4828.99,256.79,12.0,29.6,445.03,812.0,4597.25
11,0,4,31,3,8,2012,16,293.19,3763.63,44.78,13.0,16.7,574.65,436.0,3567.32
11,0,4,46,18,11,2011,6,1230.51,2903.0,32.99,12.0,29.6,387.08,912.0,2631.19
11,0,4,20,17,5,2013,2,56.88,3151.31,31.89,6.0,9.3,380.61,44.0,3080.25
11,0,6,13,1,4,2012,18,6.75,3370.65,48.61,6.0,9.3,611.51,14.0,3388.96
11,0,2,27,3,7,2013,21,186.14,4413.44,91.62,15.0,11.1,488.14,234.0,4369.84
11,0,0,46,12,11,2012,33,643.87,5332.52,58.86,11.0,22.2,481.37,806.0,5114.66
11,0,1,21,22,5,2012,2,381.42,3023.23,40.61,12.0,18.5,484.79,515.0,2756.54
11,0,3,6,7,2,2013,39,1398.9,5561.24,52.48,6.0,33.3,436.73,1035.0,5300.77
11,0,5,27,6,7,2013,43,135.4,3279.87,43.91,19.0,5.6,610.89,107.0,3327.5
11,0,6,23,9,6,2013,11,28.36,2359.0,41.38,12.0,7.4,571.27,94.0,2194.84
11,0,3,49,5,12,2013,16,1456.41,4826.12,56.11,7.0,38.9,441.63,1330.0,4413.53
11,0,2,17,24,4,2013,3,640.43,3156.59,28.39,10.0,25.9,425.49,301.0,2246.45
11,0,4,11,16,3,2012,43,138.39,4539.85,49.22,6.0,11.1,546.66,179.0,4364.44
11,0,4,12,22,3,2013,6,1469.7,3151.44,32.12,9.0,31.5,512.98,1203.0,2870.87
8,1,0,19,6,5,2013,42,99.92,3930.86,90.69,10.0,14.8,454.55,122.0,3815.17
11,0,4,9,2,3,2012,33,1071.68,4669.32,53.05,8.0,29.6,495.09,955.0,4330.13
11,0,5,44,3,11,2012,3,463.3,3142.14,50.63,3.0,9.3,552.48,405.0,3067.62
11,0,5,43,26,10,2013,5,122.4,2879.8,50.52,10.0,11.1,542.98,115.0,2731.22
11,0,0,28,8,7,2013,8,136.2,2380.77,38.75,16.0,11.1,579.54,98.0,2373.0
11,0,5,52,28,12,2013,41,820.3,4387.25,65.72,3.0,13.0,290.2,792.0,4203.01
11,0,4,31,2,8,2013,29,935.57,4244.87,68.27,18.0,31.5,335.21,930.0,3718.96
11,0,1,43,22,10,2013,24,354.9,4651.07,51.44,15.0,22.2,371.08,546.0,4421.74
11,0,1,48,26,11,2013,16,98.08,4787.71,61.32,5.0,7.4,496.67,77.0,4777.03
11,0,6,14,7,4,2013,5,284.95,3090.38,49.56,4.0,22.2,629.31,353.0,3069.26
11,0,5,40,5,10,2013,23,337.2,4091.77,64.52,16.0,20.4,458.64,356.0,4001.86
11,0,6,23,10,6,2012,39,50.8,3761.88,55.93,13.0,5.6,628.4,51.0,3514.84
11,0,6,48,1,12,2013,18,36.99,3603.77,49.11,6.0,7.4,544.47,50.0,3466.33
11,0,3,4,26,1,2012,18,821.3,4835.62,44.25,2.0,16.7,567.71,455.0,4934.07
11,0,1,41,9,10,2012,24,90.94,4678.3,84.83,12.0,16.7,492.55,98.0,4631.67
11,0,3,1,5,1,2012,19,1388.92,4908.18,44.1,9.0,53.7,372.95,1265.0,4534.51
11,0,6,44,4,11,2012,36,566.21,5120.0,138.99,6.0,29.6,482.94,428.0,4858.85
11,0,6,45,11,11,2012,45,655.03,3850.74,52.22,8.0,22.2,465.81,724.0,3497.55
11,0,4,11,15,3,2013,17,726.4,4693.24,71.66,6.0,14.8,471.68,338.0,4492.87
11,0,1,12,20,3,2012,44,533.34,4435.05,48.16,8.0,13.0,565.73,482.0,3989.18
11,0,5,43,27,10,2012,6,625.3,2884.07,37.5,1.0,16.7,459.16,591.0,2684.62
11,0,5,3,19,1,2013,1,469.8,3835.05,53.33,2.0,18.5,535.8,291.0,3632.01
11,0,5,32,10,8,2013,4,78.8,2555.6,32.96,13.0,13.0,619.03,78.0,2531.81
11,0,0,6,4,2,2013,24,1461.13,5341.83,62.93,8.0,33.3,407.58,1401.0,4591.69
11,0,4,40,5,10,2012,31,235.4,4569.77,61.59,11.0,5.6,547.59,100.0,4344.29
11,0,2,6,6,2,2013,44,394.6,4737.43,56.25,2.0,9.3,472.68,242.0,4525.16
11,0,4,27,6,7,2012,45,503.8,3731.34,47.89,16.0,24.1,526.99,633.0,3336.72
11,0,5,48,30,11,2013,42,133.48,4468.13,54.9,6.0,9.3,430.8,160.0,4219.41
11,0,2,15,11,4,2012,32,609.34,4679.6,60.8,11.0,16.7,493.72,605.0,4429.01
11,0,5,51,21,12,2013,8,1507.01,2909.28,29.0,9.0,31.5,361.65,1211.0,2524.87
11,0,5,33,18,8,2012,5,265.07,2519.52,43.98,14.0,7.4,491.32,279.0,2404.9
11,0,4,6,10,2,2012,0,95.03,4273.21,69.4,9.0,9.3,617.68,91.0,3839.65
11,0,3,34,23,8,2012,40,195.86,4104.07,64.77,14.0,13.0,489.19,282.0,4103.28
11,0,0,27,1,7,2013,25,464.1,4501.57,103.8,16.0,16.7,378.76,332.0,4344.29
12,1,0,44,28,10,2013,39,1178.72,4552.68,111.61,7.0,20.4,358.92,985.0,4224.16
11,0,5,9,2,3,2013,27,12.22,4649.77,57.44,5.0,14.8,511.94,35.0,4341.28
11,0,1,37,10,9,2013,25,286.07,4532.25,93.07,15.0,20.4,355.0,376.0,4312.35
11,0,0,49,5,12,2011,4,1394.99,3322.43,40.06,2.0,24.1,390.45,1062.0,2891.71
